Software Name,Amit's Notes,Version ,Software Classification,Operating system,Self service,Licenses Required,GITSC Ticket number,Remarks,Category,Application Lead,Software Manufacturer,Packaged,OSD,Core O/S - Technical,Vulnerable,Approved date,Scanned date,Additional action,Action Details,GIS Reco Action,Comment ,Resource,Sarah's comment,,Tanium Name,Tanium Vendor,Tanium version,Defender Name,Defender Vendor,Dedender Lastest version,,WS1 Hub,WCS Managed Group Name,Comment,Exception based,Assignment Mode,Pushed Globally,Visible in HUB (Self Service),OLD License Required,To be checked,,Software name + Version,Publisher updated,Publisher on Oomnitza list review,Feedback,Software name to be loaded in Oomnitza,Version to be loaded in Oomintza,Final Software name,Final Version
Onyx Works,,4.2,Grey List,Windows OS,,Locally management,42110062,,Supply Chain,Francisco Ramos,Honeywell,No,No,,Pending,8/26/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,Onyx Works 4.2 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Open Lab CDS Workstation,,2.2,Grey List,Windows OS,,Centrally management,41678176, ,Global Technology (R&D),Frank Peake,Agilent Technologies,No,No,,Pending,5/4/2018,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,Restricted - Check with App lead,,,Open Lab CDS Workstation 2.2 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Open Lab Chem station -GC,,1.1,Grey List,Windows OS,,Locally management,41991719,,Supply Chain,Vijayalakshmi Chandrashekar,Agilent Technologies,No,No,,Pending,1/2/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,Check before installation,,,Open Lab Chem station -GC 1.1 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Open lab Ezchrom,,A.04.05,Grey List,Windows OS,,Locally management,, ,Global Technology (R&D),Jack Weiss,Agilent Technologies,No,No,,Pending,8/6/2017,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,Open lab Ezchrom A.04.05 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Open SSL,,64 bit,Grey List,Windows OS,,Locally management,41777879,https://www.openssl.org/  - (Win64OpenSSL-1_0_2p.exe) - 41777879 ,Supply Chain,Nicola Rautenbach,OpenSSL,No,No,,Pending,5/11/2018,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,Open SSL 64 bit Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OpenCV (Open Source Computer Vision Library),,3.2,Grey List,Windows OS,,Locally management,, ,Global Technology (R&D), Joe Ricker,Intel,No,No,,Pending,8/6/2017,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,OpenCV (Open Source Computer Vision Library) 3.2 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OpenLAB CDS Project Services,,2.4,Grey List,Windows OS,,Locally management,41872204,,Global Technology (R&D),Frank Peake,Agilent Technologies,No,No,,Pending,5/30/2019,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,OpenLAB CDS Project Services 2.4 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OpenLAB ECM suite,,3.5 HF4,Grey List,Windows OS,,Centrally management,42217267,According to ticket documention this installation should be excecuted manually (follow the process documented in the ticket) ,Global Technology (R&D),Matthew Rodman,Agilent Technologies,No,No,,No,4/27/2021,5/11/2021,,,, ,,,,,,,,,,,,,,,,,,Restricted - Check with App lead,,,OpenLAB ECM suite 3.5 HF4 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OpenPharma,,5.4.3.11,Grey List,Windows OS,,Locally management,, ,Finance,Reena Jose,Nomadvantage,No,No,,Pending,12/4/2018,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,OpenPharma 5.4.3.11 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Open Text Pipeline Base,,20.2,Grey List,Windows OS,,Locally management,42295733,,Finance,Aditya Agarwal,OpenText,Yes,No,,,3/6/2022,,,,,,,,,,,,,,,,Yes,APP - Open Text Pipeline Base - Users -WIN,Assumption,Group managed,OnDemand,No,No,,,,Open Text Pipeline Base 20.2 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Open Text Imaging Enterprise Scan,,16.4,Grey List,Windows OS,,Locally management,42294547,Pending - Inform ADS for to remove package,Finance,Aditya Agarwal,OpenText,Yes,No,,,3/6/2022,,,,,,,,,,,,,,,,Yes,APP - OpenText Imaging Enterprise Scan - Users - WIN,Assumption,Group managed,OnDemand,No,No,,,,Open Text Imaging Enterprise Scan 16.4 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Open Text Imaging Windows Viewer,,21.1,Grey List,Windows OS,,Centrally management,42295732,Send for installation as it is centrally managed and package is available,Finance,"Francisco Galindo
Rajendra Patel
",OpenText,Yes,No,,,3/6/2022,,,,,,,,,,,,,,,,Yes,APP - Open Text Imaging Windows Viewer - User - WIN,Assumption,Group managed,OnDemand,No,No,,,,Open Text Imaging Windows Viewer 21.1 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OpenVpn,,2.5.5,Grey List,Windows OS,,Centrally management,42341110,,Supply Chain,Nicola Rautenbach,OpenVPN technologies,No,No,,Pending,3/17/2022,,,,no review comment,,,,,,,,,,,,,,,,,,,Restricted - Check with App lead,,,OpenVpn 2.5.5 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Optics Analytics Project Studio,,5.3.0,Grey List,Windows OS,,Locally management,42198075,,Supply Chain,Simon Kendall,Emerson,No,No,,No,3/14/2021,,,,,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,Optics Analytics Project Studio 5.3.0 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OPTIest,,3.2.0.5,Grey List,Windows OS,,Locally management,41819384, ,Finance,Anne-Marie Fitzpatrick,Optidata,No,No,,Pending,2/14/2019,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,OPTIest 3.2.0.5 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OPUS,,8.1,Grey List,Windows OS,,Locally management,42216625,,Global Technology (R&D),Matthew Rodman,BRUKER,No,No,,No,4/6/2021,5/10/2021,,,,,,,,,,,,,,,,,,,,,,Check before installation,,,OPUS 8.1 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Opus,,8.2,Grey List,Windows OS,,Locally management,42014093,,Analytics,Tommy Thomas,Software para análisis de espectometría de sólidos y liquídos,No,No,,Pending,2/9/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,Opus 8.2 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OPUS,,8.5,Grey List,Windows OS,,Locally management,42259548,,Global Technology (R&D),Matthew Rodman,Bruker,No,No,,No,8/13/2021,,,,,,,,,,,,,,,,,,,,,,,Check before installation,,,OPUS 8.5 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Oracle SQL Developer,,19.2.0.206.2117,Grey List,Windows OS,,Locally management,41915444,,Global Technology (R&D),Frank Peake,Oracle,No,No,,Pending,8/14/2019,,,,no review comment,,,,,,,,,,,,,,,,,,,Check before installation,,,Oracle SQL Developer 19.2.0.206.2117 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Oracle 12cR1 Client 32Bit for SFR7,,12cR1 ,Green List,Windows OS,,Centrally management,, ,GISSO ESC - Infrastructure,Donald Voorhees ,Oracle,Yes,No,,No,8/6/2017,,Upgrade,,"support extended through 7/2022, owner should check to see if any Oracle Critical updates required","No information on CVEDetails, No vulnerability findings in Google",,,,,,,,,,,,,Check installations and validate with App lead,Group Managed,Pending,,,Global,,,Oracle 12cR1 Client 32Bit for SFR7 12cR1  Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Oracle SQL Client,,4.1.0.17,Grey List,Windows OS,,Locally management,, ,Supply Chain,Pradeep Sakhadeo,Oracle,No,No,,Pending,6/12/2018,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,Oracle SQL Client 4.1.0.17 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Oracle v 10g R2,,10g,Grey List,Windows OS,,Locally management,, ,Finance,Anne-Marie Fitzpatrick,Oracle, Yes ,No,,No,8/6/2017,,Upgrade,,no review comment,"Very old version, Oracle ended 10g support in 2013 - https://www.orafaq.com/wiki/Oracle_10g",,,,,,,,,,,,,Check installations and validate with App lead,,,,,Site restricted licensing,,,Oracle v 10g R2 10g Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OrgPublisher,,11.5,Grey List,Windows OS,,Locally management,, ,Finance,Anne-Marie Fitzpatrick,People Fluent,Yes,No,,No,1/18/2017,,None,,no review comment,"Couldn't find recent bugs related to v11.5, Latest Version 12.1 available.",,,,,,,,,,,Yes,APP - OrgPublisher - Users - WIN,Check installations and validate with App lead,Group managed,OnDemand,No,No,Site restricted licensing,,,OrgPublisher 11.5 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ORS Dragonfly,,2020.2,Grey List,Windows OS,,Locally management,42177137,,Global Technology (R&D),Matthew Rodman,Object Research Systems,No,No,,No,2/1/2021,3/1/2021,,,,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,ORS Dragonfly 2020.2 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OS LanguagePack - Chinese,,,Grey List,Windows OS,,Centrally management,, ,Collaboration,Jim Arcure,Microsoft,Yes,No,Yes,No,1/18/2017,,None,,"need more info, vendor,etc","No information on CVEDetails, No vulnerability findings in Google",,,,,,,,,,,Yes,APP - OS LanguagePack - Chinese - Users - WIN,Check installations and validate with App lead,Group managed,OnDemand,No,No,Global,Yes,,OS LanguagePack - Chinese  Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
P Touch Editor,,5.x,Grey List,Windows OS,,Freeware,42131264,To be checked by SAM,Supply Chain,Aditya Agarwal,Brother,No,No,,Pending,10/13/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,Check before installation,,,P Touch Editor 5.x Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
P Touch Editor,,5.3.11,Green List,Mac OS,,Freeware,148369,To be checked by SAM,SAM,itsam@colpal.com,Brother,No,No,,,6/2/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pac-Drive Diagnostics,,3.4.10.0,Grey List,Windows OS,,Locally management,,,Supply Chain,Nicola Rautenbach,Schneider Electric,WIP,No,,,11/17/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pac-Drive Diagnostics,,18.0.10.0,Grey List,Windows OS,,Locally management,SR-404009,,Supply Chain,Nicola Rautenbach,Schneider Electric,No,No,,,12/11/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pac-Drive Diagnostics,,21.22.33302,Grey List,Windows OS,,Locally management,SR-425581,,Supply Chain,Nicola Rautenbach,Schneider Electric,No,No,,,1/4/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pac-Drive Diagnostics,,22.0.6.0,Grey List,Windows OS,,Locally management,SR-494425,,Supply Chain,Nicola Rautenbach,Schneider Electric,WIP,,,,3/6/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pac-Drive Diagnostics,,22.23.33501,Grey List,Windows OS,,Locally management,SR-512110,,Supply Chain,Nicola Rautenbach,Schneider Electric,No,,,,3/21/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PADS Viewer, PADS Pro Browser",,X.2.7,Grey List,Windows OS,,Locally management,42111004,,Supply Chain,Aditya Agarwal,Mentor Graphics,No,No,,Pending,8/31/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,"PADS Viewer, PADS Pro Browser X.2.7 Windows OS",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Global Protect,,6.0.4.26,Green List,Mac OS,,Centrally management,42461407,,GISSO Unified Communications,"
Miguel Mejia",Palo Alto Networks,WIP,No,,,2/10/2023,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A
Parallels,,15,Grey List,Windows OS,,Locally management,41999686,,Conn. Health - DTC,Kris O'Brien,"Parallels, Inc.",No,No,,Pending,1/20/2020,,,,,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,Parallels 15 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Patrol,,2,Grey List,Windows OS,,Locally management,42195118,,Supply Chain,Nicola Rautenbach,Zooy,No,No,,No,3/8/2021,3/1/2022,None,,,,,,,,,,,,,,,,,,,,,Check before installation,,,Patrol 2 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Payroll System CP Andean Region,,6i,Grey List,Windows OS,,Locally management,, ,Finance,Francisco Galindo,Digital Ware,No,No,,Pending,1/18/2017,,,,no review comment,No much information available about this on public domain. Security scan is preferred ,,,,,,,,,,,,,,,,,,Site restricted licensing,,,Payroll System CP Andean Region 6i Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Payroll- SalSys20,,2,Grey List,Windows OS,,Locally management,42093171,"Category should be updated ""Payroll - Finance""",SAM,itsam@colpal.com,Hinduja Global Solutions,No,No,,Pending,7/20/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,Check before installation,,,Payroll- SalSys20 2 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PCdesk,,NA,Grey List,Windows OS,,Locally management,42171674, ,Finance,Anne-Marie Fitzpatrick,AnyDesk Software,No,No,,Pending,1/18/2017,,,,,,,Based on Remark values,,,,,,,,,,,,,,,,,,,PCdesk NA Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PCT-Safe,,3.51.093.269 ,Grey List,Windows OS,,Locally management,42131551,,Legal,Manoj Nair,,No,No,,Pending,10/17/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,PCT-Safe 3.51.093.269  Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Wondershare PDF Converter Pro,,,Grey List,Windows OS,,Locally management,41742077, ,Supply Chain,Aditya Agarwal,Wondershare,No,No,,Pending,11/27/2018,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,Wondershare PDF Converter Pro  Windows OS,#N/A,#N/A,#N/A,,,,
PERCo-S-20,,"3.9.8.1
",Grey List,Windows OS,,Locally management,42242014,,W&CS ISM,Patty Vollmar,perco,No,No,,No,8/13/2021,,,,,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,"PERCo-S-20 3.9.8.1
 Windows OS",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PERDCOMP,,PER/DCOMP 6.9b,Grey List,Windows OS,,Locally management,42237178,,Finance,Nirmala Raman,SERPRO,No,No,,No,6/10/2021,,,,,,,,,,,,,,,,,,,,,,,Check before installation,,,PERDCOMP PER/DCOMP 6.9b Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
perdcompv69,,v6.9b,Grey List,Windows OS,,Locally management,42289566,,Finance,Nirmala Iyer,BR-Government,No,No,,No,10/18/2021,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,perdcompv69 v6.9b Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PERDCOMP,,7.0,Grey List,Windows OS,,Locally management,SR-528452,,Finance,Nirmala Iyer,BR-Government,No,,,,4/15/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perfect Table Plan,,6 Advanced Edition,Grey List,Windows OS,,Locally management,41803454, ,Legal,Tommy Thomas,Oryx Digital,No,No,,Pending,1/14/2019,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,Perfect Table Plan 6 Advanced Edition Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pester pattern,,,Grey List,Windows OS,,Locally management,, ,Collaboration,Jim Arcure,Multiscience,No,No,,Pending,1/18/2017,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,Pester pattern  Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Intr@Web Stand Alone,,5.0.2,Green List,Windows OS,,Freeware,SR-557702,,Finance,Anne-Marie Fitzpatrick,Agenzia delle Dogane e dei Monopoli,No,No,,,5/22/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phần mềm ký số ( Digital Signature software ),,4,Grey List,Windows OS,,Locally management,41820797,,Supply Chain,Aditya Agarwal,Ministry of Industry and Trade (Vietnam),No,No,,Pending,2/15/2019,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,Check before installation,,,Phần mềm ký số ( Digital Signature software ) 4 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PhreeqC,,3,Grey List,Windows OS,,Locally management,, ,Global Technology (R&D),Jack Weiss,U.S. Geological Survey,No,No,,Pending,1/18/2017,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,PhreeqC 3 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pico 3000 Software,,V_1.9.2 Full Version,Grey List,Windows OS,,Locally management,42339613,,Supply Chain,Francisco Ramos,"Anton Paar",No,No,,,2/24/2022,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,Pico 3000 Software V_1.9.2 Full Version Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pixel Signage Client Installer,,,Grey List,Windows OS,,Locally management,, ,Supply Chain,Allen Yeung,PixelWindow,No,No,,Pending,1/18/2017,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,Pixel Signage Client Installer  Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PKF / P11D Software,,24.1.1,Grey List,Windows OS,,Locally management,, ,Finance,Anne-Marie Fitzpatrick,BDO,No,No,,Pending,1/18/2017,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,PKF / P11D Software 24.1.1 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
JupyterLab,,3.1.4,Green List,Windows OS,,Freeware,SR-374090,To be checked by SAM,Global Technology (R&D),Matt Rodman,Jupyter,No,No,,,1/31/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKSigner,,there is only one version available,Grey List,Windows OS,,Locally management,42159351,,Finance,Anne-Marie Fitzpatrick,Polish government,No,No,,No,1/25/2021,3/2/2021,None,,,,,,,,,,,,,,,,,,,,,Check before installation,,,PKSigner there is only one version available Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ПК Баланс-2 (PK-2),,2.4,Grey List,Windows OS,,Locally management,SR-116971,,Finance,Anne-Marie Fitzpatrick,"AO ""OVIONT INFORM",No,No,,,5/5/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning and Consolidation Admin Client,,7.5,Grey List,Windows OS,,Locally management,, ,Finance,Francisco Galindo,SAP,No,No,,Pending,1/18/2017,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,Planning and Consolidation Admin Client 7.5 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PlanoManager,,2.22.10,Grey List,Windows OS,,Locally management,41919938,,Customer Development,Aravind Tula,Planorama,No,No,,Pending,8/23/2019,,,,no review comment,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,PlanoManager 2.22.10 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Plateau Report Designer,,4.4.1.2,Grey List,Windows OS,,Locally management,, ,Collaboration,Jim Arcure,Plateau Systems,No,No,,Pending,1/18/2017,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,Plateau Report Designer 4.4.1.2 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PLE SUNAT,,2.7,Grey List,Windows OS,,Locally management,42340140,,Finance,Nirmala Iyer,SUNAT,No,No,,,3/2/2022,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,PLE SUNAT 2.7 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PLE Sunat Peru,,5.2.0.3,Grey List,Windows OS,,Locally management,42318864,t is required to upload information related to the Fixed Assets of Perú for an audit that the Sunat will carry out on Colgate in 2016,Finance,Nirmala Iyer,SUNAT,No,No,,,1/4/2022,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,PLE Sunat Peru 5.2.0.3 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FeiShu,,"32-5.6.9
",Grey List,Windows OS,,Locally management,42360944,,eCommerce,SImone Jackson,"Beijing Feishu Technology Co.
",No,No,,,4/19/2022,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,"FeiShu 32-5.6.9
 Windows OS",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Plotagon,,1.10.5,Grey List,Windows OS,,Locally management,42195340,,Legal,Manoj Nair,Plotagon,No,No,,No,3/9/2021,4/15/2021,None,,,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,Plotagon 1.10.5 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
podman,,3.4.4+,Green List,Mac OS,,Freeware,42322207,"OK, OS",Open Source,open_source@colpal.com,Podman,No,No,,,1/7/2022,,,,,,,,,,,,,,,,,,,,,,,Check before installation,,,podman 3.4.4+ Mac OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Poll Everywhere for PowerPoint (plugin, aka PollEv Presenter)",,,Grey List,Windows OS,,Locally management,,https://www.polleverywhere.com/app/powerpoint/win Alex Schcuhman,W&CS ISM,Pablo Avila,Poll Everywhere,No,No,,Pending,1/18/2017,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,"Poll Everywhere for PowerPoint (plugin, aka PollEv Presenter)  Windows OS",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
e-Deklaracje,,11,Grey List,Windows OS,,Locally management,SR-472732,,Finance,Anne-Marie Fitzpatrick,"Ministerstwo Finansów
",No,,,,2/26/2024,,,,,,,,,,,,,,,,,,,,,,,Check before installation,,,e-Deklaracje 11 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PostMan,,7.2.2,Grey List,Windows OS,,Locally management,41893573,software installtion file is attached in the ticket ,Supply Chain,Vijayalakshmi Chandrashekar,Postman,No,No,,Pending,7/4/2019,,,,no review comment,,,,,,,,,,,,,,,,,,,Check before installation,,,PostMan 7.2.2 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Postman Desktop App,,"osx-0.3.9",Grey List,Mac OS,,Locally management,42268899,Software is free or paid based on subscription license the user has,Global Technology (R&D),Matthew Rodman,postman.com,No,No,,No,8/25/2021,,,,,,,,,,,,,,,,,,,,,,,Check before installation,,,"Postman Desktop App osx-0.3.9 Mac OS",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Postman,,9.27.0,Grey List,Mac OS,,Locally management,,Ok,Global Technology (R&D),Matthew Rodman,postman.com,No,No,,,9/22/2022,,,,,,,,,,,,,,,,,APP - Postman - Users - MAC,,Group managed,OnDemand,No,No,,,,Postman 9.27.0 Mac OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Power Query,,2.62.5222.761,Grey List,Windows OS,,Locally management,42025397,,Customer Development,Aravind Tula,Microsoft,no,No,,Pending,2/27/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,Check before installation,Yes,,Power Query 2.62.5222.761 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pré-Validador Ressarcimento ST,,1.0.0.172,Grey List,Windows OS,,Locally management,42283791,,Finance,Nirmala Iyer,"Sefaz SP - Brazil",No,No,,No,10/19/2021,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,Pré-Validador Ressarcimento ST 1.0.0.172 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PreForm,,3.11,Grey List,Windows OS,,Locally management,42160150,,Global Technology (R&D),Matthew Rodman,Formlabs,No,No,,Pending,12/16/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,Check before installation,,,PreForm 3.11 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Preform,,3.7.0,Grey List,Windows OS,,Locally management,42092865,,Global Technology (R&D),Matthew Rodman,FormLabs,No,No,,Pending,7/20/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,Check before installation,,,Preform 3.7.0 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Prevalidaciones DIAN,,1.2.17,Grey List,Windows OS,,Locally management,41654913, ,Finance,Nirmala Raman,DIAN,No,No,,Pending,1/18/2017,,,,no review comment,,,Based on Remark values,,,,,,,,,,,,,,,,,,,Prevalidaciones DIAN 1.2.17 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Primavera P6,,,Grey List,Windows OS,,Locally management,41855156,,Supply Chain,Simon Kendall,Oracle,No,No,,Pending,4/23/2019,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,Primavera P6  Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Primer7,,NA,Grey List,Windows OS,,Locally management,42239014,,Global Technology (R&D),Matthew Rodman,"Primer-e",No,No,,No,1/18/2017,,,,,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,Primer7 NA Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Jet Brains PyCharm Professional,,2022.3.3,Grey List,Mac OS,,Locally management,SR-73137,,Global Technology (R&D),Frank Peake,Jetbrains,No,No,,Pending,4/10/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer DCA [www.kyofleetmanager.com 27EC-4B79] Setup,,4.4.14.30582,Grey List,Windows OS,,Locally management,42015644,,W&CS ISM,Patty Vollmar,Kyocera,No,No,,Pending,2/19/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,,,,Printer DCA [www.kyofleetmanager.com 27EC-4B79] Setup 4.4.14.30582 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Printer Installer Client,,25.0.0.568,Green List,Windows OS,,Centrally management,, ,W&CS ISM,billy iavarone ,PrinterLogic,Yes,Yes,,No,1/18/2017,,None,,no review comment,"No information on CVEDetails, No vulnerability findings in Google. Previous vulnerabilities have been fixed with update",,,,,,,,,,,Yes,NA,Decommission proposal - Follow up w/App lead,,Auto,Yes,Hidden,Global,,,Printer Installer Client 25.0.0.568 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Printer Installer Client,,25.1.0.565,Green List,Mac OS,,Centrally management,42261876,,W&CS ISM,billy iavarone ,PrinterLogic,Yes,No,,,,,,,,,,,,,,,,,,,,NA,,,OnDemand,Yes,No,Global,,,Printer Installer Client 25.1.0.565 Mac OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
